name;db_target;db_year;method_0;method_1;method_2;activity;unit;total;46410: Primary cells and primary batteries;4153: Semi-finished products of aluminium or aluminium alloys;88752: Battery and accumulator manufacturing services;46430: Parts of primary cells, primary batteries and electric accumulators (including separators);53269: Other constructions for manufacturing;"471: Electronic valves and tubes; electronic components; parts thereof";47130: Printed circuits;35470: Chemical elements and compounds doped for use in electronics;"41412: Unrefined copper; copper anodes for electrolytic refining";46950: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbo[…];"463: Insulated wire and cable; optical fibre cables";89330: Metal forging, pressing, stamping, roll forming and powder metallurgy services;4124: Bars and rods, hot-rolled, of iron or steel;6511: Road transport services of freight;34170: Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];17100: Electrical energy;65119: Other road transport services of freight;65213: Coastal and transoceanic water transport services of intermodal containers by container ships;34710: Polymers of ethylene, in primary forms;17300: Steam and hot water;88601: Basic iron and steel manufacturing services;4151: Semi-finished products of copper or copper alloys;6512: Railway transport services of freight;89200: Moulding, pressing, stamping, extruding and similar plastic manufacturing services;893: Casting, forging, stamping and similar metal manufacturing services;65229: Other inland water transport services of freight;41122: Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;36990: Articles of plastics n.e.c.;347: Plastics in primary forms;18000: Natural water;Unnamed: 50;53211: Highways (except elevated highways), streets and roads;33360: Gas oil;"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";65219: Other coastal and transoceanic water transport services of other freight;other
NMC111;Base;2020;T-reX;Demand: Electricity;Electricity;NMC811, rechargeable, prismatic;kg;46.439831035140585;0.0058010547897674;0.0717323132750906;0.0219989271749049;0.8892138365851116;0.0;0.0;0.0;0.0;0.0042576305129365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006996237662189042
LiMn2O4;Base;2020;T-reX;Demand: Electricity;Electricity;LFP, rechargeable, prismatic;kg;6.389763602952434;0.3670110593969409;0.4367986512608734;0.1559662179907856;0.0280032206104519;0.0;0.0045600457450452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007660804995902937
LFP;Base;2020;T-reX;Demand: Electricity;Electricity;LiMn2O4, rechargeable, prismatic;kg;3.2927280845359115;0.9382718699557596;0.0;0.0;0.0;0.0032849823938682;0.0117425101666021;0.0165100765477474;0.0;0.0;0.0;0.0242242277231784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005966333212844233
NCA;Base;2020;T-reX;Demand: Fluorspar;Fluorspar;LFP, rechargeable, prismatic;kg;0.1791945210893313;0.98749280799676;0.001125236282828;0.005419470593341;0.003215652890726;0.0;0.002473457800816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00027337443552899465
NMC811;Base;2020;T-reX;Demand: Fluorspar;Fluorspar;LiMn2O4, rechargeable, prismatic;kg;0.1315609937913715;0.9966729790987024;0.0;0.0;0.0;0.0;0.0006862799267674;0.0016610665475439;0.0;0.0;0.0;0.000807456798053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017221762893315784
NMC111;Base;2020;T-reX;Demand: Fluorspar;Fluorspar;NMC811, rechargeable, prismatic;kg;0.1304811481432358;0.0;0.0;0.0076268248604674;0.0927454144246302;0.0;0.0041830271993153;0.0;0.8901209681588401;0.0019012564598155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003422508896931409
LiMn2O4;Base;2020;T-reX;Demand: Fluorspar;Fluorspar;NMC111, rechargeable, prismatic;kg;0.1179391638604832;0.0;0.0;0.0081014301521309;0.1124219795555422;0.0;0.0046171246444546;0.0;0.8690435094338362;0.0021721775393035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003643778674732423
LFP;Base;2020;T-reX;Demand: Fluorspar;Fluorspar;NCA, rechargeable, prismatic;kg;0.1159060972427322;0.0;0.0;0.0085843872654234;0.1041768400662755;0.0;0.0050586647226593;0.0;0.8760156277175805;0.0022506493860738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003913830841987598
NCA;Base;2020;T-reX;Demand: Hydrogen;Hydrogen;NMC111, rechargeable, prismatic;kg;0.0069107056066037;0.0;0.0;0.0031169691104455;0.9815356897959712;0.0024371703823262;0.0;0.0;0.0052132409219541;0.0023248030025874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005372126786715725
NMC811;Base;2020;T-reX;Demand: Hydrogen;Hydrogen;NCA, rechargeable, prismatic;kg;0.0050600022939541;0.0;0.0;0.0044330234127672;0.973776600369231;0.0037907077726687;0.0;0.0;0.0070533924103454;0.0032330960020965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0077131800328912314
NMC111;Base;2020;T-reX;Demand: Hydrogen;Hydrogen;NMC811, rechargeable, prismatic;kg;0.0043609812200032;0.0;0.0;0.0051444918210514;0.9692605466039508;0.0040134501114185;0.0;0.0;0.0093614518555259;0.0036968971039682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008523162504085136
LiMn2O4;Base;2020;T-reX;Demand: Hydrogen;Hydrogen;LFP, rechargeable, prismatic;kg;0.0011027182708734;0.8652258794603419;0.0;0.0198541900623554;0.0695692140785999;0.0161939025109539;0.0;0.0124316169705621;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01672519691718688
LFP;Base;2020;T-reX;Demand: Hydrogen;Hydrogen;LiMn2O4, rechargeable, prismatic;kg;0.0005091841870859;0.6352613093880636;0.0;0.0;0.0;0.0;0.013024087384745;0.3053467529514333;0.0;0.0;0.0;0.0199761407102856;0.0;0.0104994244067082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015892285158764285
NCA;Base;2020;T-reX;Demand: Lithium;Lithium;LFP, rechargeable, prismatic;kg;0.5569631192495821;0.9999930898099308;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC811;Base;2020;T-reX;Demand: Lithium;Lithium;NMC811, rechargeable, prismatic;kg;0.3361974366934724;0.0;;;0.9231919077594524;0.0;0.0;0.0;0.0767901000993187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NMC111;Base;2020;T-reX;Demand: Lithium;Lithium;NCA, rechargeable, prismatic;kg;0.3324005377143294;0.0;;;0.9320826711709084;0.0;0.0;0.0;0.0678983544790404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LiMn2O4;Base;2020;T-reX;Demand: Lithium;Lithium;NMC111, rechargeable, prismatic;kg;0.2852275175847;0.0;;;0.9201041922686064;0.0;0.0;0.0;0.079875018744657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
LFP;Base;2020;T-reX;Demand: Lithium;Lithium;LiMn2O4, rechargeable, prismatic;kg;0.2766758371693598;0.9999903960332144;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
NCA;Base;2020;T-reX;Demand: Magnesium;Magnesium;NMC111, rechargeable, prismatic;kg;0.0101521839904126;0.0;0.0;0.0079823623593563;0.9576730325208144;0.0060904416624769;0.0;0.0;0.0057817094919195;0.0070324229637416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015440031001691334
NMC811;Base;2020;T-reX;Demand: Magnesium;Magnesium;NCA, rechargeable, prismatic;kg;0.0078110173004002;0.0;0.0;0.010803865445638;0.9302548406030822;0.0196690929265304;0.0;0.0;0.0074443488809207;0.0093230257064298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022504826437398817
NMC111;Base;2020;T-reX;Demand: Magnesium;Magnesium;NMC811, rechargeable, prismatic;kg;0.0067257827678367;0.0;0.0;0.0125493111977485;0.9209064236753804;0.021028588069647;0.0;0.0;0.009889404625742;0.0104502282976336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02517604413384844
LiMn2O4;Base;2020;T-reX;Demand: Magnesium;Magnesium;LFP, rechargeable, prismatic;kg;0.0010359548595473;0.5656172568970926;0.0;0.0789563023824566;0.143388695664701;0.1030305431076798;0.0305971000219382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07841010192613174
LFP;Base;2020;T-reX;Demand: Magnesium;Magnesium;LiMn2O4, rechargeable, prismatic;kg;0.0007605104608468;0.5097757186988684;0.0;0.0;0.0;0.0;0.023377047011838;0.0339868493792599;0.0;0.0;0.0;0.0450444282340621;0.0;0.3450152530567997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04280070361917199
NCA;Base;2020;T-reX;Demand: Natural gas;Natural gas;NMC111, rechargeable, prismatic;kg;2.906776048128397;0.0;0.0419174157671628;0.0231776298796926;0.7541851111145783;0.0;0.0;0.0;0.0;0.0;0.0296226993566625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0767465006176828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07435064326422092
NMC811;Base;2020;T-reX;Demand: Natural gas;Natural gas;NCA, rechargeable, prismatic;kg;2.5338655979020315;0.0;0.0509000123667455;0.0276880817738355;0.6963991938387377;0.0;0.0;0.0;0.0;0.0;0.039217481878566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0975901484392432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08820508170287211
NMC111;Base;2020;T-reX;Demand: Natural gas;Natural gas;NMC811, rechargeable, prismatic;kg;2.35891678393156;0.0;0.0537096710851213;0.0296684470270442;0.6828991172148352;0.0;0.0;0.0;0.0;0.0;0.0401809635603571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0987828583808317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09475894273181062
LiMn2O4;Base;2020;T-reX;Demand: Natural gas;Natural gas;LFP, rechargeable, prismatic;kg;1.213237477223658;0.7616887025812549;0.086297954101022;0.0563211645483537;0.0474706653053817;0.0117595790170311;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03646193444695667
LFP;Base;2020;T-reX;Demand: Natural gas;Natural gas;LiMn2O4, rechargeable, prismatic;kg;0.7094850482946382;0.813181884593436;0.0;0.0;0.0;0.0;0.0;0.1172814197615628;0.0;0.0;0.0;0.0121965294268448;0.0;0.0195961426392206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0133197059649768;0.0;0.0;0.0;0.0;0.024424317613959023
NCA;Base;2020;T-reX;Demand: Nickel;Nickel;LiMn2O4, rechargeable, prismatic;kg;-0.0698854507041984;0.4571816340357444;0.0;0.0;0.0;0.0;0.0563061026327688;0.0477032845741757;0.0;0.0;0.0;0.1151162779220426;0.0;0.2933432099522893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030349490882979224
NMC811;Base;2020;T-reX;Demand: Nickel;Nickel;LFP, rechargeable, prismatic;kg;-0.1509579461533258;0.6819817455015666;0.0143374439007097;0.0400650774475021;0.1300102904634763;0.0953707891691624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03823465351758282
NMC111;Base;2020;T-reX;Demand: Nickel;Nickel;NMC811, rechargeable, prismatic;kg;-0.6061932475321806;0.0;0.0;0.0102819345047365;0.8972454976709937;0.0335969138209019;0.0;0.0;0.0106018559636539;0.0254704505992285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02280334744048551
LiMn2O4;Base;2020;T-reX;Demand: Nickel;Nickel;NCA, rechargeable, prismatic;kg;-0.7501627721880663;0.0;0.0;0.008307196066016;0.9144619455935252;0.0292501802354065;0.0;0.0;0.0074896034084202;0.0211984578177132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01929261687891881
LFP;Base;2020;T-reX;Demand: Nickel;Nickel;NMC111, rechargeable, prismatic;kg;-1.219464336582732;0.0;0.0;0.0049073272138366;0.9498566886955302;0.0166662982425596;0.0;0.0;0.0046507891845902;0.0127847032912199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011134193372263512
NCA;Base;2020;T-reX;Demand: Petroleum;Petroleum;NMC111, rechargeable, prismatic;kg;1.2886441889009768;0.0;0.0804523035389502;0.0372199545225902;0.5705312333683374;0.0358076049239445;0.0;0.0;0.0;0.0;0.197304063896862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07868483974931573
NMC811;Base;2020;T-reX;Demand: Petroleum;Petroleum;NCA, rechargeable, prismatic;kg;1.180464655951815;0.0;0.092888029702665;0.0423101205373158;0.4928192864817727;0.0442764692921635;0.0;0.0;0.0;0.0;0.2400330868159063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08767300717017679
NMC111;Base;2020;T-reX;Demand: Petroleum;Petroleum;NMC811, rechargeable, prismatic;kg;1.0987273104233144;0.0;0.0980441282635132;0.0454659495042427;0.4717363920255684;0.0432420770655924;0.0;0.0;0.0;0.0;0.2460119871992492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09549946594183423
LiMn2O4;Base;2020;T-reX;Demand: Petroleum;Petroleum;LiMn2O4, rechargeable, prismatic;kg;0.8380273529837806;0.8886842420882162;0.0;0.0;0.0;0.0121099294828535;0.0;0.02924458793885;0.0;0.0;0.0;0.0;0.0;0.0189020113857967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0276898177130321;0.0;0.0;0.0;0.0;0.023369411391251482
LFP;Base;2020;T-reX;Demand: Petroleum;Petroleum;LFP, rechargeable, prismatic;kg;0.7498550432425031;0.6533814632714517;0.1185624091545563;0.065342265494138;0.0462613539808048;0.0453236072015153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07112890089753388
NCA;Base;2020;T-reX;Demand: Phosphate rock;Phosphate rock;LFP, rechargeable, prismatic;kg;0.3869993552276842;0.9945022278318636;0.0006631014946123;0.001733544276399;0.0021518698365863;0.0;0.0006684172560808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002808393044578805
NMC811;Base;2020;T-reX;Demand: Phosphate rock;Phosphate rock;LiMn2O4, rechargeable, prismatic;kg;0.1280433808530377;0.9879257736168008;0.0;0.0;0.0;0.0;0.0011731002923613;0.0075581324355483;0.0;0.0;0.0;0.0023418572763476;0.0;0.0004750290769273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005261073020147444
NMC111;Base;2020;T-reX;Demand: Phosphate rock;Phosphate rock;NMC811, rechargeable, prismatic;kg;0.1184129791472514;0.0;0.0;0.0058057164922415;0.0362988798180588;0.0;0.0026900962115652;0.0;0.94450841919785;0.0051706197155116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005526268564772896
LiMn2O4;Base;2020;T-reX;Demand: Phosphate rock;Phosphate rock;NMC111, rechargeable, prismatic;kg;0.1055224227192069;0.0;0.0;0.0062551621419635;0.0435132737708804;0.0;0.0030117127823376;0.0;0.93532631039534;0.0058937675148426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0059997733946358656
LFP;Base;2020;T-reX;Demand: Phosphate rock;Phosphate rock;NCA, rechargeable, prismatic;kg;0.104727873396414;0.0;0.0;0.0065632188848667;0.0440949180243074;0.0;0.0032674470357001;0.0;0.933607198489524;0.0060572498469202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00640996771868152
NCA;Base;2020;T-reX;Demand: Sand;Sand;NCA, rechargeable, prismatic;kg;1.113377172191606;0.0;0.0212855675969412;0.0;0.545960799025928;0.303979027788509;0.0;0.0;0.0;0.0246364087814067;0.0236201995664884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08051799724072672
NMC811;Base;2020;T-reX;Demand: Sand;Sand;NMC111, rechargeable, prismatic;kg;1.0801035109947883;0.0;0.0207662558814197;0.0210162533826156;0.5814043013497912;0.2797449230820074;0.0;0.0;0.0;0.0248974184385666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07217084786559957
NMC111;Base;2020;T-reX;Demand: Sand;Sand;NMC811, rechargeable, prismatic;kg;1.0298798994881495;0.0;0.0;0.0229565117901849;0.5423730060222658;0.2982202313510727;0.0;0.0;0.0;0.0258595569330152;0.0243582421289882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08623245177447325
LiMn2O4;Base;2020;T-reX;Demand: Sand;Sand;LFP, rechargeable, prismatic;kg;0.6953723877050471;0.3376865389204645;0.0278686783272347;0.0331791370788713;0.2202946112109106;0.3475722049571021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03339882950541684
LFP;Base;2020;T-reX;Demand: Sand;Sand;LiMn2O4, rechargeable, prismatic;kg;0.2040490612102808;0.5789851844195755;0.0;0.0;0.0;0.1781050258389667;0.0432119871370973;0.093537916382379;0.0;0.0;0.0;0.0553549148032911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05080497141869045
NCA;Base;2020;T-reX;Demand: Water;Water;NMC111, rechargeable, prismatic;kg;78.47358088926772;0.0;0.0423809351995335;0.0355182775619449;0.7719689706863052;0.0;0.0;0.0;0.0;0.0;0.0187754964191825;0.0;0.0421835175350715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08917280259796234
NMC811;Base;2020;T-reX;Demand: Water;Water;NCA, rechargeable, prismatic;kg;68.58855848726752;0.0;0.0512294822983982;0.0423174119207744;0.7235544932825106;0.0;0.0;0.0;0.0;0.0;0.0248503664353932;0.0;0.0512397431259267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10680850293699684
NMC111;Base;2020;T-reX;Demand: Water;Water;NMC811, rechargeable, prismatic;kg;63.207993445031214;0.0;0.0546127119581074;0.0459277220318496;0.7060343731281878;0.0;0.0;0.0;0.0;0.0;0.0257249038453903;0.0;0.0548101318133717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11289015722309326
LiMn2O4;Base;2020;T-reX;Demand: Water;Water;LFP, rechargeable, prismatic;kg;41.99779591468816;0.6370587379754418;0.0683657521109626;0.0674747330094678;0.0971501134330101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0789239921267971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051026671344320595
LFP;Base;2020;T-reX;Demand: Water;Water;LiMn2O4, rechargeable, prismatic;kg;25.66259960846256;0.598508716967639;0.0;0.0;0.0;0.0;0.0114773195542112;0.3478614349006106;0.0;0.0;0.0;0.0;0.0;0.0127262685977366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105758572386528;0.0;0.0;0.0;0.0;0.018850402741149797
NCA;Base;2020;T-reX;Demand: Zinc;Zinc;NMC111, rechargeable, prismatic;kg;0.0390040406870534;0.0;0.0;0.0765048479730011;0.6474783502214864;0.1613575921413721;0.0456621904237135;0.0;0.0400432964027593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028953722837667728
NMC811;Base;2020;T-reX;Demand: Zinc;Zinc;NCA, rechargeable, prismatic;kg;0.0372205838749859;0.0;0.0;0.0834855030908934;0.5977494053015513;0.1929828162584977;0.0515223536380713;0.0;0.041569501138282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032690420572704326
NMC111;Base;2020;T-reX;Demand: Zinc;Zinc;NMC811, rechargeable, prismatic;kg;0.0345938041239905;0.0;0.0;0.0898404562404783;0.5853729753652203;0.1886908498765442;0.0516032237182753;0.0;0.0511609189825192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03333157581696278
LiMn2O4;Base;2020;T-reX;Demand: Zinc;Zinc;LFP, rechargeable, prismatic;kg;0.0282084555662836;0.3363912493479042;0.0;0.107507860250782;0.303683275504615;0.1741202808330569;0.0513909929828348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02690634108080714
